offence_year,division,ticket_type,offence_category,age_group,ticket_count
2021,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,191
2021,D42,Prov Offence Notice - Part I (Pot),Speeding,Adult,944
2020,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,15
2019,D41,Prov Offence Notice - Part I (Pot),Speeding,Adult,66
2023,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,101
2020,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,22
2022,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,14
2022,D41,Prov Offence Notice - Part I (Pot),Speeding,Adult,932
2023,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,8
2021,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,3930
2019,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,45
2021,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,74
2022,D42,Prov Offence Notice - Part I (Pot),Speeding,Adult,2997
2022,D41,Prov Offence Notice - Part I (Pot),Speeding,Adult,40
2023,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,14
2021,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,220
2019,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,14
2020,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,11
2019,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,49
2023,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,84
2019,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,27
2023,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,7
2020,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,1423
2023,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,1254
2022,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,1620
2022,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,4
2023,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,5
2022,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,14
2020,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,38
2021,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,14
2020,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,38
2021,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,29
2019,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,45
2023,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,15
2022,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,14
2019,D41,Prov Offence Notice - Part I (Pot),Speeding,Adult,1388
2021,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,31
2021,D41,Prov Offence Notice - Part I (Pot),Speeding,Adult,497
2019,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,107
2023,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,174
2020,D41,Prov Offence Notice - Part I (Pot),Speeding,Adult,164
2023,D42,Prov Offence Notice - Part I (Pot),Speeding,Adult,232
2023,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,86
2021,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,34
2022,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,60
2020,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,21
2023,D42,Prov Offence Notice - Part I (Pot),Speeding,Adult,175
2020,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,18
2019,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,107
2019,D42,Prov Offence Notice - Part I (Pot),Speeding,Adult,126
2020,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,278
2019,D42,Prov Offence Notice - Part I (Pot),Speeding,Adult,43
2023,D41,Prov Offence Notice - Part I (Pot),Speeding,Adult,246
2021,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,22
2022,D42,Prov Offence Notice - Part I (Pot),Speeding,Adult,487
2022,D42,Prov Offence Notice - Part I (Pot),Speeding,Adult,231
2020,D41,Prov Offence Notice - Part I (Pot),Speeding,Adult,15
2021,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,17
2020,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,9
2023,D41,Prov Offence Notice - Part I (Pot),Speeding,Adult,600
2022,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,109
2019,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,6
2020,D41,Prov Offence Notice - Part I (Pot),Speeding,Adult,202
2019,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,274
2022,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,5
2022,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,120
2019,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,83
2020,D41,Prov Offence Notice - Part I (Pot),Speeding,Adult,208
2019,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,18
2023,D41,Prov Offence Notice - Part I (Pot),Speeding,Adult,1037
2022,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,50
2023,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,6
2021,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,2240
2020,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,54
2019,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,7
2021,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,43
2019,D13,Prov Offence Notice - Part I (Pot),Speeding,Adult,6
2023,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,305
2023,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,524
2019,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,144
2023,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,8
2022,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,140
2021,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,1140
2021,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,291
2023,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,51
2020,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,48
2020,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,146
2019,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,5
2019,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,110
2022,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,40
2021,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,13
2020,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,117
2020,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,33
2019,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,28
2022,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,474
2020,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,73
2021,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,18
2019,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,780
2021,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,215
2019,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,43
2022,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,23
2022,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,1278
2021,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,457
2021,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,17
2023,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,120
2019,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,158
2022,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,4
2020,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,667
2021,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,15
2022,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,128
2021,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,604
2021,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,82
2021,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,13
2022,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,742
2021,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,69
2023,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,24
2022,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,94
2021,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,10
2023,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,50
2022,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,11
2020,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,196
2020,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,35
2021,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,94
2021,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,49
2019,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,41
2021,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,108
2021,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,75
2021,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,21
2020,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,21
2020,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,65
2020,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,19
2020,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,331
2023,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,44
2023,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,7
2022,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,396
2019,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,20
2019,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,4
2023,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,384
2020,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,82
2021,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,67
2019,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,42
2020,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,449
2019,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,63
2023,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,37
2020,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,723
2019,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,14
2023,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,132
2019,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,67
2021,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,20
2022,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,562
2022,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,32
2020,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,594
2022,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,44
2021,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,93
2023,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,92
2020,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,501
2023,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,17
2022,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,134
2021,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,90
2019,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,693
2023,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,144
2023,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,22
2022,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,34
2020,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,4296
2022,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,486
2020,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,92
2023,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,95
2020,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,958
2022,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,30
2019,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,1940
2022,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,19
2019,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,8
2022,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,17
2022,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,24
2019,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,256
2020,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,106
2023,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,82
2021,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,14
2022,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,289
2020,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,30
2022,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,163
2022,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,929
2020,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,902
2021,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,1294
2020,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,358
2023,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,79
2019,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,17
2020,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,219
2022,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,1082
2023,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,354
2019,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,47
2023,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,11
2023,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,5
2022,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,45
2023,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,134
2019,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,11
2022,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,507
2020,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,1159
2020,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,215
2022,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,125
2020,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,839
2020,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,101
2021,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,36
2023,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,59
2019,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,26
2019,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,23
2019,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,17
2021,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,5
2022,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,8
2020,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,438
2020,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,695
2019,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,9
2023,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,632
2019,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,164
2022,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,7
2020,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,31
2023,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,140
2020,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,110
2019,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,14
2021,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,9
2019,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,141
2021,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,777
2023,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,967
2021,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,873
2022,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,485
2023,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,26
2022,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,497
2022,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,9
2021,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,162
2023,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,134
2022,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,108
2019,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,59
2021,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,5
2021,D23,Prov Offence Notice - Part I (Pot),Speeding,Adult,105
2021,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,819
2023,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,30
2020,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,149
2023,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,5
2019,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,420
2019,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,19
2020,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,63
2023,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,229
2022,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,118
2022,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,161
2023,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,1294
2020,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,465
2019,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,13
2021,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,861
2020,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,302
2022,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,67
2022,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,46
2019,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,554
2019,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,4
2019,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,198
2021,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,178
2021,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,38
2022,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,46
2020,D53,Prov Offence Notice - Part I (Pot),Speeding,Adult,15
2019,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,173
2019,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,12
2021,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,599
2023,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,784
2023,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,1546
2020,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,19
2021,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,1148
2022,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,349
2021,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,37
2020,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,82
2023,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,38
2023,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,23
2019,D43,Prov Offence Notice - Part I (Pot),Speeding,Adult,45
2020,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,385
2023,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,275
2019,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,127
2020,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,480
2019,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,16
2019,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,42
2023,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,60
2019,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,14
2023,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,43
2022,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,7
2021,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,522
2022,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,147
2020,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,697
2021,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,438
2020,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,357
2019,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,100
2023,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,438
2019,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,22
2021,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,303
2019,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,182
2021,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,54
2020,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,262
2022,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,454
2023,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,34
2022,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,334
2019,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,69
2020,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,5
2023,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,21
2020,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,475
2023,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,328
2023,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,13
2021,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,3151
2019,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,302
2022,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,865
2021,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,23
2021,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,82
2021,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,836
2022,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,714
2020,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,19
2020,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,1026
2019,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,4
2019,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,4
2020,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,279
2022,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,5
2020,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,847
2019,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,79
2019,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,38
2023,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,18
2023,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,7
2021,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,124
2022,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,500
2021,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,51
2021,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,516
2022,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,698
2019,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,16
2022,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,1552
2020,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,10
2021,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,252
2023,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,111
2021,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,37
2019,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,28
2019,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,363
2021,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,1030
2020,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,61
2022,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,767
2021,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,5
2021,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,48
2020,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,676
2022,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,79
2020,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,98
2020,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,43
2021,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,695
2020,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,135
2020,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,610
2019,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,108
2023,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,471
2023,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,1030
2022,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,1376
2020,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,363
2022,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,79
2019,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,44
2020,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,203
2019,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,28
2020,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,19
2023,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,4
2019,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,459
2023,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,560
2022,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,93
2019,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,17
2019,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,7
2019,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,83
2022,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,1310
2020,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,6
2021,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,990
2023,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,6
2021,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,930
2023,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,121
2019,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,869
2019,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,42
2020,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,745
2022,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,74
2023,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,495
2021,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,450
2020,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,221
2020,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,523
2022,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,126
2019,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,150
2022,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,30
2019,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,466
2021,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,360
2021,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,863
2020,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,484
2022,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,564
2022,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,252
2022,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,6
2021,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,286
2023,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,394
2023,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,782
2023,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,306
2019,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,425
2019,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,198
2021,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,286
2023,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,28
2023,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,431
2021,D33,Prov Offence Notice - Part I (Pot),Speeding,Adult,1150
2023,D22,Prov Offence Notice - Part I (Pot),Speeding,Adult,36
2019,D55,Prov Offence Notice - Part I (Pot),Speeding,Adult,138
